Name,Country,Sales,Profit,Assets,Market Value
Li Auto,China,17400000000.0,1600000000.0,20200000000.0,24400000000.0
ServiceNow,United States,9500000000.0,1900000000.0,17500000000.0,156800000000.0
Samsung Fire & Marine,South Korea,13900000000.0,1400000000.0,62000000000.0,11600000000.0
China Hongqiao Group,China,18900000000.0,1600000000.0,28200000000.0,14500000000.0
Cincinnati Financial,United States,10700000000.0,2400000000.0,33000000000.0,18800000000.0
KeyCorp,United States,10600000000.0,874000000.0,187500000000.0,14500000000.0
Block,United States,22900000000.0,498600000.0,35600000000.0,44600000000.0
PulteGroup,United States,16399999999.999998,2700000000.0,16500000000.0,25000000000.0
Saudi British Bank,Saudi Arabia,6000000000.0,1900000000.0,98500000000.0,22200000000.0
JFE Holdings,Japan,35800000000.0,1400000000.0,38000000000.0,9400000000.0
Korea Electric Power,South Korea,68099999999.99999,519299999.99999994,177500000000.0,9400000000.0
Banco BPM,Italy,9600000000.0,1400000000.0,223300000000.0,11000000000.0
Omnicom Group,United States,14900000000.0,1500000000.0,27300000000.0,18800000000.0
EnBW Energie Baden-Wurttemberg,Germany,41900000000.0,56100000.0,71600000000.0,19700000000.0
ACS Actividades de Construccion y Servicios,Spain,38600000000.0,843400000.0,40900000000.0,11300000000.0
WW Grainger,United States,16600000000.000002,1800000000.0,8400000000.0,46400000000.0
BOE Technology Group,China,25300000000.0,457900000.0,57700000000.0,23000000000.0
Equinix,United States,8300000000.000001,941400000.0,31900000000.0,75900000000.0
Nippon Yusen,Japan,16500000000.0,1600000000.0,28100000000.0,14600000000.0
Emaar Properties,United Arab Emirates,7800000000.0,3100000000.0,38900000000.0,18200000000.0
Kuehne & Nagel International,Switzerland,25500000000.0,1400000000.0,13400000000.0,32299999999.999996
KLA,United States,9600000000.0,2600000000.0,15000000000.0,100700000000.0
Porsche Automobil Holding,Germany,5700000000.0,5500000000.0,68900000000.0,16500000000.0
Crown Castle International,United States,6800000000.0,1400000000.0,38200000000.0,44700000000.0
Eiffage,France,24200000000.0,1100000000.0,41800000000.0,10700000000.0
Sekisui House,Japan,21900000000.0,1400000000.0,22900000000.0,14800000000.0
Las Vegas Sands,United States,11200000000.0,1600000000.0,21200000000.0,35000000000.0
Alcon,Switzerland,9600000000.0,1000000000.0,29600000000.0,43600000000.0
VICI Properties,United States,3700000000.0,2600000000.0,44200000000.0,31700000000.0
Simon Property Group,United States,5800000000.0,2600000000.0,33700000000.000004,48500000000.0
Genuine Parts,United States,23100000000.0,1300000000.0,18300000000.0,21300000000.0
Renesas Electronics,Japan,10100000000.0,2200000000.0,21400000000.0,31200000000.0
Verbund,Austria,10000000000.0,2400000000.0,21900000000.0,27300000000.0
China Resources Power,Hong Kong,13200000000.0,1400000000.0,41300000000.0,13300000000.0
Fidelity National Financial,United States,12600000000.0,824000000.0,74400000000.0,14300000000.0
eBay,United States,10100000000.0,2600000000.0,21400000000.0,26000000000.0
Volvo Car,Sweden,37500000000.0,1200000000.0,34600000000.0,9300000000.0
LG Electronics,South Korea,64300000000.0,542800000.0,45600000000.0,13000000000.0
Emerson Electric,United States,16500000000.0,129000000.0,46400000000.0,64599999999.99999
Palo Alto Networks,United States,7500000000.0,2300000000.0,18300000000.0,102700000000.0
Assa Abloy,Sweden,13500000000.0,1400000000.0,19600000000.0,32100000000.0
Keyence,Japan,6700000000.0,2600000000.0,19600000000.0,113700000000.0
Sumitomo Electric,Japan,30400000000.0,1000000000.0,28800000000.0,11900000000.0
Siemens Energy,Germany,34600000000.0,-2400000000.0,54200000000.0,21500000000.0
Steel Dynamics,United States,18600000000.0,2400000000.0,15000000000.0,21000000000.0
Grasim Industries,India,15300000000.0,680900000.0,47000000000.0,19800000000.0
Aluminum Corp of China,China,31900000000.0,941000000.0,29900000000.0,12000000000.0
Ashtead Group,United Kingdom,10700000000.0,1600000000.0,21800000000.0,31900000000.0
Sika,Switzerland,12500000000.0,1200000000.0,18100000000.0,49800000000.0
Huatai Securities,China,7500000000.0,1700000000.0,127700000000.0,11500000000.0
AIB Group,Ireland,6100000000.0,2200000000.0,150600000000.0,13500000000.0
Meritz Financial Group,South Korea,10000000000.0,1600000000.0,75900000000.0,11000000000.0
Hong Kong Exchanges,Hong Kong,2600000000.0,1500000000.0,43400000000.0,47800000000.0
Fortis (Canada),Canada,8400000000.0,1200000000.0,49900000000.0,20100000000.0
Targa Resources,United States,15900000000.0,1100000000.0,20800000000.0,26100000000.0
Ryanair Holdings,Ireland,14200000000.0,2200000000.0,17100000000.000002,22700000000.0
3i Group,United Kingdom,707000000.0,4800000000.0,27300000000.0,36200000000.0
Roper Technologies,United States,6400000000.0,1500000000.0,30000000000.0,58000000000.0
VakifBank,Turkey,16300000000.0,1300000000.0,96800000000.0,6600000000.0
Chongqing Changan Auto,China,20800000000.0,769100000.0,26400000000.0,19500000000.0
MGM Resorts,United States,16700000000.0,893100000.0,42100000000.0,12900000000.0
RenaissanceRe Holdings,Bermuda,9500000000.0,2300000000.0,44700000000.0,12100000000.0
Huishang Bank,China,10200000000.0,2000000000.0,254800000000.0,4300000000.0
HCLTech,India,13300000000.0,1900000000.0,12000000000.0,43400000000.0
Molina Healthcare,United States,35900000000.0,1100000000.0,15500000000.0,20400000000.0
Neste,Finland,24300000000.0,1500000000.0,17700000000.0,15800000000.0
Thomson Reuters,Canada,6900000000.0,2400000000.0,18800000000.0,77200000000.0
Aegon,Netherlands,25800000000.0,253000000.0,314800000000.0,12000000000.0
Bancolombia,Colombia,11300000000.0,1500000000.0,87200000000.0,9100000000.0
ASE Technology Holding,Taiwan,18600000000.0,1000000000.0,21300000000.0,20300000000.0
Rongsheng Petrochemical,China,43300000000.0,443200000.0,52700000000.0,14600000000.0
Resona Holdings,Japan,6200000000.0,1100000000.0,503200000000.0,15200000000.0
Jabil Circuit,United States,32100000000.0,1500000000.0,17100000000.000002,13900000000.0
Grupo Inbursa,Mexico,7500000000.0,1700000000.0,45400000000.0,18000000000.0
Biogen,United States,9300000000.0,1200000000.0,26600000000.0,33600000000.0
Daqin Railway,China,11000000000.0,1600000000.0,29100000000.0,17300000000.0
The Estée Lauder Companies,United States,15300000000.0,641000000.0,22700000000.0,48300000000.0
Suncorp Group,Australia,11800000000.0,776600000.0,73100000000.0,13900000000.0
SSE,United Kingdom,14300000000.0,708800000.0,31900000000.0,25300000000.0
Murata Manufacturing,Japan,11300000000.0,1300000000.0,20100000000.0,34800000000.0
Celanese,United States,10700000000.0,2000000000.0,26000000000.0,17200000000.0
TransDigm Group,United States,7300000000.0,1400000000.0,21600000000.0,72300000000.0
Beijing-Shanghai High-Speed Railway,China,5800000000.0,1700000000.0,40600000000.0,35700000000.0
Newmont ,United States,13100000000.0,-2700000000.0,55300000000.0,50400000000.0
Tyson Foods,United States,52900000000.0,-615000000.0,37500000000.0,21000000000.0
Ageas,Belgium,12200000000.0,1000000000.0,106100000000.0,9400000000.0
Nidec,Japan,16200000000.0,867200000.0,21000000000.0,27100000000.0
Zoetis,United States,8700000000.0,2400000000.0,14300000000.0,79400000000.0
CK Asset Holdings,Hong Kong,6200000000.0,2200000000.0,65200000000.0,16100000000.000002
H&M - Hennes & Mauritz,Sweden,22100000000.0,887800000.0,16800000000.0,27300000000.0
Public Bank,Malaysia,5100000000.0,1500000000.0,111100000000.0,17400000000.0
TELUS,Canada,14800000000.0,556800000.0,42600000000.0,24400000000.0
Sampo,Finland,10000000000.0,1500000000.0,24800000000.0,22100000000.0
Best Buy,United States,43500000000.0,1200000000.0,15000000000.0,15900000000.0
Galp Energia,Portugal,22300000000.0,1400000000.0,17800000000.0,16200000000.0
Shanghai Rural Commercial Bank,China,7000000000.0,1700000000.0,199500000000.0,10300000000.0
WTW,United Kingdom,9600000000.0,1000000000.0,30200000000.0,26300000000.0
Intuitive Surgical,United States,7300000000.0,2000000000.0,15800000000.0,141500000000.0
Otsuka Holding,Japan,14500000000.0,951300000.0,22800000000.0,22700000000.0
Unum Group,United States,12600000000.0,1300000000.0,53600000000.0,10100000000.0
Universal Music Group,Netherlands,12000000000.0,1400000000.0,14600000000.0,57200000000.0
The Hershey Company,United States,11400000000.0,2100000000.0,12400000000.0,41900000000.0
Otis Worldwide,United States,14300000000.0,1400000000.0,9800000000.0,39100000000.0
Digital Realty Trust,United States,5500000000.0,1200000000.0,42600000000.0,46400000000.0
Quanta Services,United States,21500000000.0,768000000.0,15500000000.0,38700000000.0
SM Investments,Philippines,10300000000.0,1400000000.0,28400000000.0,18600000000.0
CDW,United States,21100000000.0,1100000000.0,13200000000.0,30100000000.0
Grupo Bimbo,Mexico,22800000000.0,794500000.0,21900000000.0,18700000000.0
Realty Income,United States,4400000000.0,779600000.0,68300000000.0,48000000000.0
ITC,India,8500000000.0,2500000000.0,10500000000.0,65400000000.00001
ZTE,China,17400000000.0,1300000000.0,28800000000.0,11100000000.0
T&D Holdings,Japan,19300000000.0,683100000.0,113700000000.0,8600000000.0
Essity,Sweden,15000000000.0,1700000000.0,17400000000.0,18300000000.0
Fox,United States,13900000000.0,1600000000.0,21700000000.0,15300000000.0
Alinma Bank,Saudi Arabia,4700000000.0,1400000000.0,65300000000.0,21100000000.0
Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,5200000000.0,1400000000.0,71500000000.0,20200000000.0
Mega Financial Holding,Taiwan,5200000000.0,1100000000.0,143200000000.0,18300000000.0
HF Sinclair,United States,31400000000.0,1500000000.0,17900000000.0,11200000000.0
American Airlines Group,United States,53200000000.0,500000000.0,64400000000.00001,9700000000.0
Carnival Corporation,United States,22600000000.0,405000000.0,49800000000.0,19000000000.0
MTR,Hong Kong,7300000000.0,994300000.0,44400000000.0,23200000000.0
Trip.com Group,China,6300000000.0,1400000000.0,30900000000.0,36200000000.0
Unipol Gruppo,Italy,14100000000.0,1200000000.0,86600000000.0,7200000000.0
BPER Banca,Italy,8100000000.0,1800000000.0,151300000000.0,8100000000.0
Hilton Worldwide Holdings,United States,10500000000.0,1200000000.0,15900000000.0,51100000000.0
Chipotle Mexican Grill,United States,10200000000.0,1300000000.0,8400000000.0,88300000000.0
Power Grid of India,India,5600000000.0,1900000000.0,29600000000.0,35000000000.0
Mapfre,Spain,34900000000.0,748000000.0,54100000000.0,7800000000.0
Fresenius,Germany,29600000000.0,-717800000.0,47800000000.0,17100000000.000002
CLP Holdings,Hong Kong,11100000000.0,850100000.0,29300000000.0,21500000000.0
JBS,Brazil,74200000000.0,413000000.0,40800000000.0,12700000000.0
Mitsubishi UFJ Lease,Japan,13500000000.0,856400000.0,73700000000.0,9500000000.0
Geely Automobile Holdings,Hong Kong,25200000000.0,722600000.0,27200000000.0,13200000000.0
Kasikornbank,Thailand,9100000000.0,1300000000.0,118400000000.0,8800000000.0
Tata Steel,India,28300000000.0,-404900000.0,32700000000.000004,25100000000.0
Leonardo,Italy,16500000000.0,711400000.0,33900000000.0,14600000000.0
Ameren,United States,7300000000.0,1100000000.0,41300000000.0,19900000000.0
CenterPoint Energy,United States,8500000000.0,942000000.0,40200000000.0,19200000000.0
Cintas,United States,9400000000.0,1500000000.0,9000000000.0,70200000000.0
Daiwa Securities,Japan,8900000000.0,840600000.0,211600000000.0,10200000000.0
Rogers Communications,Canada,15100000000.0,440400000.0,51300000000.0,21200000000.0
China Taiping Insurance,Hong Kong,17400000000.0,686400000.0,191900000000.0,4300000000.0
Microchip Technology,United States,7600000000.0,1900000000.0,15900000000.0,51000000000.0
Motorola Solutions,United States,10200000000.0,1400000000.0,13300000000.0,61300000000.0
TD SYNNEX,United States,56400000000.0,626900000.0,27800000000.0,11000000000.0
Builders FirstSource,United States,17100000000.000002,1500000000.0,11200000000.0,20400000000.0
Tohoku Electric Power,Japan,19500000000.0,1600000000.0,35600000000.0,4099999999.9999995
Corning,United States,12400000000.0,614000000.0,27600000000.0,30300000000.0
Credicorp,Peru,7000000000.0,1300000000.0,64800000000.0,13000000000.0
Eletrobrás,Brazil,7400000000.0,889400000.0,52800000000.0,18600000000.0
SK,South Korea,99600000000.0,-1400000000.0,160500000000.0,6300000000.0
Kuaishou Technology,China,16000000000.0,882300000.0,15000000000.0,32400000000.0
Mitsui OSK Lines,Japan,11300000000.0,1800000000.0,27200000000.0,11800000000.0
Mazda Motor,Japan,33400000000.0,1400000000.0,25100000000.0,6400000000.0
Sandvik,Sweden,11700000000.0,1200000000.0,16899999999.999998,26800000000.0
Super Micro Computer,United States,11800000000.0,1000000000.0,8900000000.0,52000000000.0
Tractor Supply,United States,14700000000.0,1100000000.0,9600000000.0,30800000000.0
TDK,Japan,14500000000.0,862300000.0,22600000000.0,17700000000.0
Flex,United States,28100000000.0,1000000000.0,18300000000.0,12300000000.0
Woolworths,Australia,43600000000.0,-5300000.0,22600000000.0,25800000000.0
Southwest Airlines,United States,26700000000.0,426000000.0,36000000000.0,16700000000.0
Jiangxi Copper,China,73500000000.0,953300000.0,23700000000.0,7900000000.0
HAL Trust,Netherlands,13700000000.0,1100000000.0,29100000000.0,11800000000.0
Philips,Netherlands,19600000000.0,-503800000.0,32799999999.999996,26400000000.0
PPL,United States,8199999999.999999,762000000.0,39600000000.0,21800000000.0
Workday,United States,7200000000.0,1400000000.0,16500000000.0,68500000000.0
Tenaga Nasional,Malaysia,11600000000.0,607300000.0,50700000000.0,15600000000.0
Public Storage,United States,4600000000.0,2100000000.0,19600000000.0,50700000000.0
Mitsubishi Chemical,Japan,30300000000.0,827100000.0,40300000000.0,7500000000.0
Mediobanca,Italy,5400000000.0,1200000000.0,104800000000.0,13900000000.0
Lululemon Athletica,Canada,9600000000.0,1600000000.0,7100000000.0,42200000000.0
Interactive Brokers Group,United States,8300000000.000001,627000000.0,132199999999.99998,13300000000.0
Longi Green Energy Technology,China,16500000000.0,664300000.0,23300000000.0,19500000000.0
Kyocera,Japan,13900000000.0,699000000.0,29500000000.0,16899999999.999998
CP All,Thailand,25900000000.0,573900000.0,25300000000.0,14600000000.0
Absa Group,South Africa,11100000000.0,1100000000.0,102500000000.0,7000000000.0
Jackson Financial,United States,3600000000.0,3200000000.0,315700000000.0,5900000000.0
Sabanci Holding,Turkey,23100000000.0,647600000.0,74200000000.0,6600000000.0
Henderson Land,Hong Kong,3500000000.0,1200000000.0,69500000000.0,16399999999.999998
BDO Unibank,Philippines,6100000000.0,1300000000.0,81400000000.0,12700000000.0
Chongqing Rural Bank,China,7600000000.0,1500000000.0,206300000000.0,5500000000.0
TCL ,China,24300000000.0,418900000.0,54200000000.0,12100000000.0
NASDAQ,United States,6200000000.0,992000000.0,30300000000.0,36200000000.0
Isuzu Motors,Japan,23400000000.0,1200000000.0,21600000000.0,9400000000.0
Phoenix Group Holdings,United Kingdom,33200000000.000004,-171500000.0,375300000000.0,6500000000.0
SDIC Power Holdings,China,7900000000.0,993800000.0,39000000000.0,16399999999.999998
Sumitomo Realty,Japan,6700000000.0,1200000000.0,44100000000.0,15700000000.0
Quinenco,Chile,12400000000.0,1000000000.0,79400000000.0,5800000000.0
Mizrahi Tefahot Bank,Israel,6800000000.0,1300000000.0,124500000000.0,9300000000.0
Evergreen Marine Corp. (Taiwan),Taiwan,9500000000.0,1500000000.0,24400000000.0,14000000000.0
Greenland Holdings Group,China,45500000000.0,-1600000000.0,165600000000.0,4200000000.0
Adidas,Germany,23400000000.0,145300000.0,19900000000.0,44500000000.0
Banca MPS,Italy,6700000000.0,2200000000.0,135500000000.0,7300000000.0
Ford Otosan,Turkey,17300000000.0,2100000000.0,7300000000.0,13100000000.0
Sichuan Road & Bridge,China,14800000000.0,1100000000.0,32799999999.999996,9200000000.0
East Money Information  ,China,1800000000.0,1100000000.0,35600000000.0,28400000000.0
Aisin Seiki,Japan,34000000000.0,628000000.0,30700000000.0,9700000000.0
Guotai Junan Securities,China,6300000000.0,1200000000.0,130500000000.0,10300000000.0
Commercial Bank For Investment & Development Of Vietnam,Vietnam,7300000000.0,909200000.0,93900000000.0,11100000000.0
Dubai Islamic Bank,United Arab Emirates,5400000000.0,1700000000.0,85600000000.0,10900000000.0
Arista Networks,United States,6100000000.0,2300000000.0,10600000000.0,100200000000.0
IndusInd Bank,India,6700000000.0,1100000000.0,61800000000.0,13200000000.0
Westinghouse Air Brake Technologies,United States,10000000000.0,918000000.0,18700000000.0,29700000000.0
Monster Beverage,United States,7300000000.0,1700000000.0,10100000000.0,56400000000.0
Jeronimo Martins,Portugal,34600000000.0,773000000.0,15800000000.0,14000000000.0
Dollar Tree,United States,30600000000.0,-998400000.0,22000000000.0,25600000000.0
ON Semiconductor Corp.,United States,8199999999.999999,2200000000.0,13500000000.0,31500000000.0
Ovintiv,United States,10600000000.0,1900000000.0,19800000000.0,13300000000.0
Hanwha,South Korea,38800000000.0,-55000000.0,158900000000.0,1500000000.0
Naver,South Korea,7500000000.0,1100000000.0,26600000000.0,20900000000.0
Suzano ,Brazil,7700000000.0,1800000000.0,28600000000.0,12900000000.0
Expedia Group,United States,13100000000.0,807000000.0,24800000000.0,15100000000.0
Telkom Indonesia,Indonesia,9800000000.0,1600000000.0,18200000000.0,18600000000.0
Tokyo Gas,Japan,18400000000.0,1200000000.0,25700000000.0,8700000000.0
China National Building,China,29800000000.0,542200000.0,68900000000.0,3900000000.0
Fidelity National Information (FIS),United States,11200000000.0,-6800000000.0,35900000000.0,43600000000.0
Saudi Arabian Mining,Saudi Arabia,7600000000.0,570400000.0,30100000000.0,49100000000.0
CMS Energy,United States,7400000000.0,970000000.0,33900000000.0,18900000000.0
Martin Marietta Materials,United States,6700000000.0,2100000000.0,16200000000.0,35800000000.0
AES,United States,12500000000.0,523000000.0,47000000000.0,15100000000.0
Bank Of Chengdu,China,6100000000.0,1700000000.0,163100000000.0,8500000000.0
Indian Railway Finance,India,3200000000.0,731100000.0,58600000000.0,26500000000.0
Legend Holding,China,61500000000.0,-530299999.99999994,93900000000.0,1900000000.0
Muyuan Foodstuff,China,15700000000.0,-759200000.0,27200000000.0,34600000000.0
DuPont De Nemours,United States,12000000000.0,355000000.0,37700000000.0,33400000000.0
Wipro,India,10800000000.0,1300000000.0,13800000000.0,28900000000.0
Delta Electronics,Taiwan,12700000000.0,1000000000.0,14800000000.0,26000000000.0
Mashreq Bank,United Arab Emirates,5200000000.0,2300000000.0,65300000000.0,10300000000.0
Molson Coors Brewing,United States,12000000000.0,1100000000.0,26100000000.0,12000000000.0
GAIL India,India,16100000000.000002,1200000000.0,15000000000.0,16100000000.000002
Moody's,United States,6200000000.0,1700000000.0,15000000000.0,75600000000.0
Restaurant Brands International,Canada,7200000000.0,1200000000.0,23100000000.0,22400000000.0
Eversource Energy,United States,11400000000.0,-411600000.0,57300000000.0,21500000000.0
Bank Pekao,Poland,5500000000.0,1600000000.0,79600000000.0,10800000000.0
Teva Pharmaceutical,Israel,16000000000.0,-428800000.0,42800000000.0,18500000000.0
Db Insurance,South Korea,12300000000.0,1400000000.0,43600000000.0,4800000000.0
Legrand,France,9000000000.0,1200000000.0,16500000000.0,28700000000.0
Rakuten,Japan,14600000000.0,-2100000000.0,157600000000.0,11000000000.0
Conagra Brands,United States,12100000000.0,952000000.0,21900000000.0,14700000000.0
Kellanova,United States,14400000000.0,920000000.0,15300000000.0,21000000000.0
Schindler Holding,Switzerland,12800000000.0,963700000.0,13400000000.0,28300000000.0
Air France-KLM,France,32900000000.0,686300000.0,37500000000.0,3000000000.0
TBEA,China,13200000000.0,1100000000.0,27600000000.0,10200000000.0
Bank Negara Indonesia,Indonesia,5400000000.0,1400000000.0,67300000000.0,12100000000.0
Welltower,United States,6900000000.0,441600000.0,44600000000.0,60600000000.0
Ericsson,Sweden,24000000000.0,-2400000000.0,28000000000.0,19100000000.0
Indian Bank,India,7800000000.0,1000000000.0,95400000000.0,8700000000.0
DSM-Firmenich,Switzerland,11500000000.0,-704900000.0,38100000000.0,31000000000.0
Waste Connections,Canada,8199999999.999999,794100000.0,19100000000.0,43200000000.0
Techtronic Industries,Hong Kong,13700000000.0,976300000.0,12400000000.0,25100000000.0
Raizen,Brazil,44400000000.0,802300000.0,25800000000.0,6000000000.0
Anta Sports Products,China,8800000000.0,1400000000.0,13000000000.0,32100000000.0
Kyushu Electric Power,Japan,14800000000.0,1200000000.0,37800000000.0,5000000000.0
Kone,Finland,11900000000.0,1000000000.0,9000000000.0,28400000000.0
Semiconductor Manufacturing International,China,6300000000.0,903000000.0,47800000000.0,17200000000.0
Itaúsa,Brazil,1500000000.0,2700000000.0,21700000000.0,20700000000.0
Halkbank,Turkey,15800000000.0,657600000.0,78000000000.0,3900000000.0
MOL Hungarian Oil,Hungary,25300000000.0,1300000000.0,22100000000.0,5500000000.0
China Reinsurance Group,China,14400000000.0,793000000.0,61300000000.0,3400000000.0
Formosa Petrochemical,Taiwan,22200000000.0,715300000.0,13100000000.0,20700000000.0
Vedanta Limited,India,17400000000.0,512000000.0,22900000000.0,19700000000.0
Ferrari,Italy,6600000000.0,1400000000.0,9300000000.0,76000000000.0
Shanghai International Port,China,5300000000.0,1900000000.0,28500000000.0,18000000000.0
Reliance Steel,United States,14500000000.0,1300000000.0,10700000000.0,17100000000.000002
Yuanta Financial Holding,Taiwan,4800000000.0,852300000.0,107500000000.0,12900000000.0
NVR,United States,9500000000.0,1600000000.0,6500000000.0,24000000000.0
Penske Automotive,United States,29600000000.0,970100000.0,16100000000.000002,10400000000.0
St. James's Place,United Kingdom,23600000000.0,-12600000.0,219600000000.0,3300000000.0
China Bohai Bank,China,9700000000.0,727600000.0,244600000000.0,2500000000.0
China Three Gorges Renewables (Group),China,3800000000.0,999700000.0,45000000000.0,18400000000.0
Tongwei,China,17400000000.0,583700000.0,24900000000.0,13600000000.0
SCB X Public Company ,Thailand,6100000000.0,1200000000.0,93400000000.0,9900000000.0
Vestas Wind Systems,Denmark,16500000000.0,-6400000.0,24400000000.0,28200000000.0
KE Holdings,China,11000000000.0,840800000.0,17000000000.0,25400000000.0
Dassault Systemes,France,6500000000.0,1200000000.0,16200000000.0,54000000000.0
DiDi Global,China,27200000000.0,70000000.0,20300000000.0,23000000000.0
SK Innovation ,South Korea,58300000000.0,238500000.0,64200000000.0,7700000000.0
CGI,Canada,10700000000.0,1200000000.0,11600000000.0,24100000000.0
American Water Works,United States,4300000000.0,959000000.0,31100000000.0,26100000000.0
Textron,United States,13800000000.0,931000000.0,16399999999.999998,17000000000.0
Pembina Pipeline,Canada,6200000000.0,1400000000.0,24600000000.0,20300000000.0
Banque Saudi Fransi,Saudi Arabia,4300000000.0,1100000000.0,71600000000.0,11800000000.0
Fosun International,China,28000000000.0,199100000.0,114000000000.0,5400000000.0
Zimmer Biomet,United States,7500000000.0,963900000.0,21500000000.0,24700000000.0
Bangkok Bank,Thailand,7200000000.0,1200000000.0,124900000000.0,7300000000.0
China National Chemical,China,25200000000.0,771400000.0,30400000000.0,6600000000.0
Yum! Brands,United States,7000000000.0,1600000000.0,6200000000.0,39900000000.0
Lithia Motors,United States,32600000000.0,934800000.0,22200000000.0,7400000000.0
Aena,Spain,5400000000.0,1800000000.0,19400000000.0,29200000000.0
Lonza Group,Switzerland,7500000000.0,727800000.0,20300000000.0,42100000000.0
Synopsys,United States,6100000000.0,1400000000.0,10600000000.0,86500000000.0
United Microelectronics,Taiwan,7100000000.0,1800000000.0,17700000000.0,20500000000.0
Uni-President,Taiwan,19400000000.0,600400000.0,21100000000.0,14000000000.0
China Cinda Asset Management,China,7900000000.0,829500000.0,224800000000.0,4000000000.0
Nongfu Spring,China,6000000000.0,1700000000.0,6900000000.0,66900000000.00001
Scor,France,21400000000.0,754600000.0,35000000000.0,5900000000.0
E.Sun Financial,Taiwan,4000000000.0,697900000.0,116700000000.0,14100000000.0
Rockwell Automation,United States,9000000000.0,1200000000.0,11400000000.0,30800000000.0
Santos,Australia,6000000000.0,1400000000.0,31100000000.0,16399999999.999998
Kirin Holdings,Japan,15100000000.0,919800000.0,19900000000.0,11700000000.0
Snam,Italy,4600000000.0,1200000000.0,37100000000.0,16500000000.0
Abu Dhabi Islamic Bank,United Arab Emirates,3900000000.0,1400000000.0,53000000000.0,11800000000.0
KT ,South Korea,20100000000.0,812400000.0,31700000000.0,6800000000.0
Sungrow Power Supply  ,China,10000000000.0,1400000000.0,11700000000.0,20900000000.0
Air Canada,Canada,16399999999.999998,1600000000.0,22000000000.0,4800000000.0
CarMax,United States,26500000000.0,479200000.0,27500000000.0,11500000000.0
Dover,United States,8500000000.0,1500000000.0,12000000000.0,25300000000.0
Zhejiang Zheneng Electric Power,China,13700000000.0,1000000000.0,20400000000.0,11300000000.0
Sunac China Holdings,China,22100000000.0,-1200000000.0,137900000000.0,2000000000.0
Ferrovial,Spain,9200000000.0,497300000.0,29100000000.0,29700000000.0
PBF Energy,United States,37700000000.0,1900000000.0,13800000000.0,6100000000.0
Sanlam,South Africa,11200000000.0,784100000.0,53300000000.0,8300000000.000001
Ulta Beauty,United States,11200000000.0,1300000000.0,6300000000.0,19200000000.0
Yamaha Motor,Japan,16899999999.999998,1200000000.0,18500000000.0,9300000000.0
All Nippon Airways,Japan,14200000000.0,1100000000.0,23600000000.0,9100000000.0
Viatris,United States,15300000000.0,-56100000.0,47300000000.0,13100000000.0
Chunghwa Telecom,Taiwan,7100000000.0,1200000000.0,16500000000.0,30300000000.0
Live Nation Entertainment,United States,23400000000.0,252100000.0,20000000000.0,22200000000.0
Arab National Bank,Saudi Arabia,4200000000.0,1100000000.0,61900000000.0,11500000000.0
Coles Group,Australia,27900000000.0,704900000.0,13300000000.0,14600000000.0
XCMG Construction Machinery,China,12900000000.0,753500000.0,22800000000.0,12700000000.0
GS Holdings,South Korea,19300000000.0,958300000.0,26000000000.0,3100000000.0
Franklin Resources,United States,8100000000.0,860400000.0,32900000000.0,12800000000.0
Ametek,United States,6700000000.0,1300000000.0,14900000000.0,38600000000.0
Extra Space Storage,United States,2900000000.0,818700000.0,27500000000.0,32200000000.000004
East West Bancorp,United States,4099999999.9999995,1100000000.0,70900000000.0,10800000000.0
Flutter Entertainment,Ireland,11800000000.0,-1200000000.0,24400000000.0,36600000000.0
First Financial Holding,Taiwan,4700000000.0,720600000.0,144300000000.0,11900000000.0
Electronic Arts,United States,7500000000.0,1300000000.0,13400000000.0,34200000000.000004
Experian,Ireland,7100000000.0,1200000000.0,11700000000.0,42800000000.0
Beiersdorf,Germany,10200000000.0,795700000.0,14100000000.0,35200000000.0
Nippon Paint,Japan,10300000000.0,853500000.0,19100000000.0,17600000000.0
Avis Budget Group,United States,12000000000.0,1200000000.0,33500000000.0,4200000000.0
Edwards Lifesciences,United States,6100000000.0,1400000000.0,9700000000.0,53700000000.0
Agilent Technologies,United States,6700000000.0,1200000000.0,10900000000.0,45200000000.0
Shenzhen Mindray Bio-Medical Electronics,China,5000000000.0,1700000000.0,7000000000.0,51700000000.0
Brookfield Reinsurance,Bermuda,8199999999.999999,1200000000.0,59700000000.0,4500000000.0
Givaudan,Switzerland,7700000000.0,993700000.0,13200000000.0,42500000000.0
Fastenal,United States,7400000000.0,1200000000.0,4500000000.0,38000000000.0
Vienna Insurance Group,Austria,13400000000.0,596200000.0,51900000000.0,8700000000.0
Brookfield Renewable,United States,4000000000.0,1400000000.0,44200000000.0,11600000000.0
Qatar Islamic Bank,Qatar,2000000000.0,1200000000.0,52700000000.0,11400000000.0
Globalfoundries,United States,7100000000.0,899000000.0,18500000000.0,30000000000.0
Jinko Solar,China,16500000000.0,970300000.0,18100000000.0,10300000000.0
China Resources Pharmaceutical Group,Hong Kong,34500000000.0,544000000.0,34800000000.0,5000000000.0
HD HYUNDAI,South Korea,48100000000.0,307200000.0,51800000000.0,3600000000.0
International Flavors & Fragrances,United States,11400000000.0,-2500000000.0,30600000000.0,25500000000.0
Adani Power Limited,India,6100000000.0,2500000000.0,11100000000.0,29400000000.0
